place_id,name,category,latitude,longitude,osm_type,osm_id,osm_url,name_local,name_en,harbour_category,operator,website,phone,vhf_channel,access,fee,capacity,max_draft,max_length,source
aci_marina_opatija_2eba372,ACI Marina Opatija,marina,45.3147256,14.2897508,way,109853684,https://www.openstreetmap.org/way/109853684,ACI Marina Opatija,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-marina-opatija/,+385 51 704 004,,,,281,,,openstreetmap
aci_marina_palmizana_21318a1,ACI marina Palmižana,marina,43.1625123,16.394183,way,619850904,https://www.openstreetmap.org/way/619850904,ACI marina Palmižana,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-palmizana/,+385 21 744 995,,,,180,,,openstreetmap
aci_marina_piskera_d050ed4,ACI Marina Piškera,marina,43.7589974,15.3454865,way,619833756,https://www.openstreetmap.org/way/619833756,ACI Marina Piškera,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-piskera/,+385 91 470 0092,17,,,118,,,openstreetmap
aci_marina_pomer_bedd4af,ACI marina Pomer,marina,44.8216141,13.9023336,way,619831605,https://www.openstreetmap.org/way/619831605,ACI marina Pomer,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-marina-pomer/,+385 52 573 162,,,,296,,,openstreetmap
aci_marina_pula_eab30cd,ACI Marina Pula,marina,44.8730076,13.8449419,way,619774576,https://www.openstreetmap.org/way/619774576,ACI Marina Pula,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-marina-pula/,+385 52 219 142,,,,194,,,openstreetmap
aci_marina_rab_ea0cb4b,ACI Marina Rab,marina,44.7569677,14.7631222,way,293103061,https://www.openstreetmap.org/way/293103061,ACI Marina Rab,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-marina-rab/,+385 51 724 023,,,,142,,,openstreetmap
aci_marina_rovinj_7e5cd22,ACI Marina Rovinj,marina,45.0756629,13.6350185,way,619829525,https://www.openstreetmap.org/way/619829525,ACI Marina Rovinj,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-marina-rovinj/,+385 52 813 133,,,,192,,,openstreetmap
aci_marina_skradin_fb77e8c,ACI Marina Skradin,marina,43.8162363,15.9207269,relation,6627887,https://www.openstreetmap.org/relation/6627887,ACI Marina Skradin,,marina,Adriatic Croatia International Club,https://aci-marinas.com/aci_marina/aci-skradin/,+385 22 771365;+385 98 398848,17,,,180,,70,openstreetmap
aci_marina_split_bc3dd80,ACI Marina Split,marina,43.5026218,16.4307491,way,244608718,https://www.openstreetmap.org/way/244608718,ACI Marina Split,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-split/,+385 21 398599,17,,,318,,,openstreetmap
aci_marina_supetarska_draga_b97f1e1,ACI Marina Supetarska Draga,marina,44.8032697,14.7253992,way,292552504,https://www.openstreetmap.org/way/292552504,ACI Marina Supetarska Draga,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-marina-supetarska-draga/,+385 51 776 268,,,,328,,,openstreetmap
aci_marina_trogir_15ef90b,ACI Marina Trogir,marina,43.5138362,16.2481757,way,619844585,https://www.openstreetmap.org/way/619844585,ACI Marina Trogir,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-trogir/,+385 21 881 544;+385 98 398 849,10,,,174,,,openstreetmap
aci_marina_umag_aeaa2ee,ACI Marina Umag,marina,45.4393553,13.5151208,way,619785648,https://www.openstreetmap.org/way/619785648,ACI Marina Umag,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-marina-umag/,+385 52 741 066,17,,,475,,,openstreetmap
aci_marina_vodice_1c16739,ACI marina Vodice,marina,43.7575165,15.7785382,way,619855743,https://www.openstreetmap.org/way/619855743,ACI marina Vodice,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-vodice/,+385 98 398847;+385 22 443086,17,,,273,,,openstreetmap
aci_marina_vrboska_2fec81f,ACI Marina Vrboska,marina,43.1791746,16.6755209,way,619852792,https://www.openstreetmap.org/way/619852792,ACI Marina Vrboska,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-vrboska/,+385 21 774 018,,,,119,,,openstreetmap
aci_marina_simuni_5765a29,ACI Marina Šimuni,marina,44.4704162,14.9540184,way,619833473,https://www.openstreetmap.org/way/619833473,ACI Marina Šimuni,,,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-simuni/,+385 23 697 457,,,,191,,,openstreetmap
aci_marina_zut_2d24af5,ACI Marina Žut,marina,43.8824925,15.285608,way,126866231,https://www.openstreetmap.org/way/126866231,ACI Marina Žut,,marina,Adriatic Croatia International Club,https://www.aci-marinas.com/aci_marina/aci-zut/,+385 22 7860278,17,,,135,,,openstreetmap
acquamorta_marina_3205931,Acquamorta Marina,marina,40.7920102,14.0425097,node,1605498648,https://www.openstreetmap.org/node/1605498648,Acquamorta Marina,,marina,Comune di Monte di Procida,,,,,yes,700,,,openstreetmap
acquatica_0c6c681,Acquatica,marina,40.5609143,8.3116848,way,262206958,https://www.openstreetmap.org/way/262206958,Acquatica,,marina,,https://aquaticasardegna.it/,,,,,60,,,openstreetmap
adina_35d1087,Adina,marina,37.648594,12.5843057,way,79095713,https://www.openstreetmap.org/way/79095713,Adina,,,,,+39 0923 906700,,,,200,,,openstreetmap
admiral_1cb15e3,Admiral,marina,45.3273399,14.3009425,way,109869262,https://www.openstreetmap.org/way/109869262,Admiral,,marina,,,,,,,,,,openstreetmap
adriatic_container_terminal_b0ba25c,Adriatic Container Terminal,commercial_port,43.6182711,13.497804,relation,10579798,https://www.openstreetmap.org/relation/10579798,Adriatic Container Terminal,,,,https://www.actml.it/,,,,,,,,openstreetmap
agana_1cd9510,Agana,marina,43.5130834,16.1129309,way,183653351,https://www.openstreetmap.org/way/183653351,Agana,,marina,,,,,,,,,,openstreetmap
aire_publique_de_carenage_be03cd0,Aire Publique de Carenage,commercial_port,43.120374,6.3642174,way,645979066,https://www.openstreetmap.org/way/645979066,Aire Publique de Carenage,,,,,,,,,,,,openstreetmap
aire_publique_de_carenage_75c7f55,Aire publique de carénage,commercial_port,43.4229001,3.6058691,way,976300627,https://www.openstreetmap.org/way/976300627,Aire publique de carénage,,,,,,,,,,,,openstreetmap
alassio_marina_5cb0b9c,Alassio Marina,marina,44.0189931,8.1939127,node,4683710044,https://www.openstreetmap.org/node/4683710044,Alassio Marina,,,,,,,,,,,,openstreetmap
alcaidesa_marina_9d5b8e0,Alcaidesa Marina,marina,36.1585508,-5.3572853,way,449757981,https://www.openstreetmap.org/way/449757981,Alcaidesa Marina,,marina,Alcaidesa Marina,,,,,yes,,,,openstreetmap
alcaidesa_varadero_6b458be,Alcaidesa Varadero,commercial_port,36.1592806,-5.3575878,way,1254615022,https://www.openstreetmap.org/way/1254615022,Alcaidesa Varadero,,,,,,,,,,,,openstreetmap
alcanada_7eda527,Alcanada,anchorage,39.8369999,3.1641247,node,3985602181,https://www.openstreetmap.org/node/3985602181,Alcanada,,,,,,,,,,,,openstreetmap
alcudiamar_d57724b,Alcudiamar,marina,39.8384788,3.1338512,way,194088946,https://www.openstreetmap.org/way/194088946,Alcudiamar,,marina,,https://www.alcudiamar.es/,+34 971 54 60 00,9,,,,,,openstreetmap
alcantara_charter_ef9122f,Alcántara Charter,ferry_terminal,36.3951242,-6.2091643,node,13504999501,https://www.openstreetmap.org/node/13504999501,Alcántara Charter,,,,,,,,,,,,openstreetmap
alcudia_f3cd057,Alcúdia,ferry_terminal,39.8355269,3.1411868,node,11598994376,https://www.openstreetmap.org/node/11598994376,Alcúdia,,,,,,,,,,,,openstreetmap
alcudia_pins_1751638,Alcúdia Pins,ferry_terminal,39.7896084,3.1300449,node,7874815159,https://www.openstreetmap.org/node/7874815159,Alcúdia Pins,,,,,,,,,,,,openstreetmap
alger_42a9a23,Alger,ferry_terminal,36.7782253,3.0621596,node,3152278240,https://www.openstreetmap.org/node/3152278240,Alger,Algiers,,ENTMV,,,,,,,,,openstreetmap
alghero_ser_mar_27bb7c8,Alghero Ser-Mar,marina,40.5650768,8.3110403,node,4696148593,https://www.openstreetmap.org/node/4696148593,Alghero Ser-Mar,,marina,,,,,,,,,,openstreetmap
alicante_isla_de_tabarca_8745c9b,Alicante-Isla de Tabarca,ferry_terminal,38.3420529,-0.4848201,node,7029410719,https://www.openstreetmap.org/node/7029410719,Alicante-Isla de Tabarca,,,,,,,,,,,,openstreetmap
alicudi_fba63fb,Alicudi,marina,38.5337934,14.3608803,node,12153328154,https://www.openstreetmap.org/node/12153328154,Alicudi,,marina,,,,,,,,,,openstreetmap
aliscafo_5bd4898,Aliscafo,ferry_terminal,42.8116585,10.3234383,node,12196980333,https://www.openstreetmap.org/node/12196980333,Aliscafo,,,Toremar,,,,,,,,,openstreetmap
amalfi_harbour_3c1fa60,Amalfi Harbour,marina,40.6311134,14.5996179,node,4689647639,https://www.openstreetmap.org/node/4689647639,Amalfi Harbour,,,,,,,,,,,,openstreetmap
amarin_cfd85d2,Amarin,ferry_terminal,45.1029997,13.620256,node,523001678,https://www.openstreetmap.org/node/523001678,Amarin,,,,,,,,,,,,openstreetmap
amici_del_po_996008c,Amici del Po,marina,45.1445403,9.2292807,node,3120532520,https://www.openstreetmap.org/node/3120532520,Amici del Po,,marina,,,,,,,,,,openstreetmap
amico_co_eb0edb1,Amico & Co.,marina,44.3951224,8.9331717,way,237728671,https://www.openstreetmap.org/way/237728671,Amico & Co.,,marina,,http://www.amico.it/,,,,,,,,openstreetmap
anchorage_area_6deb5e5,Anchorage Area,commercial_port,36.8403255,5.8236621,way,1206214994,https://www.openstreetmap.org/way/1206214994,Anchorage Area,,,Djandjan Port,,,,,,,,,openstreetmap
anchorage_jadriscica_ingemar_cba0d35,Anchorage Jadriscica Ingemar,marina,44.6165531,14.5010148,way,845077280,https://www.openstreetmap.org/way/845077280,,,marina,,www.ingemar.hr,+3859890957477,,,,,,,openstreetmap
ancien_port_38f0aef,Ancien Port,marina,43.1369892,6.3722177,way,1147998830,https://www.openstreetmap.org/way/1147998830,Ancien Port,,marina,,,,,,,,,,openstreetmap
ancona_b897caf,Ancona,ferry_terminal,43.6174908,13.5057586,node,534965622,https://www.openstreetmap.org/node/534965622,Ancona,,,,,,,,,,,,openstreetmap
ancora_yacht_club_small_harbour_a81faf8,Ancora Yacht Club Small Harbour,marina,40.959193,8.2191876,node,4690772759,https://www.openstreetmap.org/node/4690772759,Ancora Yacht Club Small Harbour,,,,,,,,,,,,openstreetmap
andora_marina_1a9ee4e,Andora Marina,marina,43.9505151,8.158555,node,4683673955,https://www.openstreetmap.org/node/4683673955,Andora Marina,,,,,,,,,,,,openstreetmap
andrija_5e8add5,Andrija,marina,43.8258206,15.2758046,node,7737063356,https://www.openstreetmap.org/node/7737063356,,,marina_no_facilities,,,+385 98 485243,,,,,,,openstreetmap
anglet_brise_lames_a5d05d5,Anglet Brise Lames,ferry_terminal,43.5268429,-1.5122821,node,6705242040,https://www.openstreetmap.org/node/6705242040,Anglet Brise Lames,,,,https://www.txiktxak.fr/,,,,,,,,openstreetmap
anguillara_sabazia_8a6fd3c,Anguillara Sabazia,ferry_terminal,42.0929108,12.2676718,node,1845160700,https://www.openstreetmap.org/node/1845160700,Anguillara Sabazia,,,,,,,,,,,,openstreetmap
ankerplatz_ilovik_1d5c01f,Ankerplatz Ilovik,marina,44.4630856,14.5512533,node,976085806,https://www.openstreetmap.org/node/976085806,Ankerplatz Ilovik,,marina,,https://www.ilovik.hr/kontakt,,,,,,,,openstreetmap
annaba_805b688,Annaba,ferry_terminal,36.8967968,7.7646249,node,66891736,https://www.openstreetmap.org/node/66891736,Annaba,Annaba,,,,,,,,,,,openstreetmap
anse_du_castellan_94d195c,Anse du Castellan,marina,43.5190312,4.9880518,node,8727788734,https://www.openstreetmap.org/node/8727788734,Anse du Castellan,,marina,,,,,,,,,,openstreetmap
antica_pescheria_di_stra_92179a9,Antica Pescheria di Stra,marina,45.4085471,12.0058027,node,4969300121,https://www.openstreetmap.org/node/4969300121,Antica Pescheria di Stra,,marina,,,,,,no,,,,openstreetmap
antigua_estacion_maritima_13e95f5,Antigua Estación Marítima,ferry_terminal,35.2931466,-2.930637,way,31677270,https://www.openstreetmap.org/way/31677270,Antigua Estación Marítima,,,,,,,,,,,,openstreetmap
anzio_49471fa,Anzio,ferry_terminal,41.4448274,12.6309049,node,336238669,https://www.openstreetmap.org/node/336238669,Anzio,,,,,,,,,,,,openstreetmap
apm_terminal_algeciras_25c8088,APM Terminal Algeciras,commercial_port,36.1409894,-5.4383146,way,274800035,https://www.openstreetmap.org/way/274800035,APM Terminal Algeciras,,,,https://www.apmterminals.com/en/algeciras,,,,,,,,openstreetmap
apm_terminals_aabd8b0,APM Terminals,commercial_port,39.4526189,-0.3173326,way,505250936,https://www.openstreetmap.org/way/505250936,APM Terminals,,,,,,,,,,,,openstreetmap
apm_terminals_bb86752,APM Terminals,commercial_port,41.3529365,2.1655871,way,618624031,https://www.openstreetmap.org/way/618624031,APM Terminals,,,APM Terminals,,,,,,,,,openstreetmap
approdo_f45da2c,approdo,ferry_terminal,40.9654443,13.0487186,node,3501594074,https://www.openstreetmap.org/node/3501594074,approdo,,,Franco,,,,,,,,,openstreetmap
approdo_a459883,Approdo,ferry_terminal,45.4180145,9.0695831,node,10279681641,https://www.openstreetmap.org/node/10279681641,Approdo,,,,,,,,,,,,openstreetmap
approdo_di_casuzze_99c941d,Approdo di Casuzze,marina,36.7841043,14.5251932,way,416769986,https://www.openstreetmap.org/way/416769986,Approdo di Casuzze,,,,,,,,,60,,,openstreetmap
approdo_di_halaesa_a0b27c7,Approdo di Halaesa,marina,38.011928,14.2705404,node,13789922395,https://www.openstreetmap.org/node/13789922395,Approdo di Halaesa,,marina,,https://www.apprododihalaesa.it,+39 351 984 1206,,,yes,,,,openstreetmap
approdo_san_francesco_ed6d29d,Approdo San Francesco,harbour,38.2100992,15.5629221,node,1753698245,https://www.openstreetmap.org/node/1753698245,Approdo San Francesco,,roro,,,,,,,,,,openstreetmap
approdo_santa_lucia_f21b9be,Approdo Santa Lucia,marina,37.0690199,15.2911542,node,5088756480,https://www.openstreetmap.org/node/5088756480,Approdo Santa Lucia,,marina,,,+39 327 9388627,,,,,,,openstreetmap
approdo_tremestieri_24eee8f,Approdo Tremestieri,harbour,38.1323684,15.5254462,node,1346235861,https://www.openstreetmap.org/node/1346235861,Approdo Tremestieri,,roro,,,,,,,,,,openstreetmap
approdo_turistico_brentamare_5b4d60d,Approdo turistico BrentaMare,marina,45.1778245,12.2842015,way,114573959,https://www.openstreetmap.org/way/114573959,,,marina,,https://www.isolaverde.net/brentamare/index.html,,,,,,6,12,openstreetmap
aquavision_0f23bec,Aquavision,ferry_terminal,42.7431119,10.2392803,node,10054137552,https://www.openstreetmap.org/node/10054137552,Aquavision,,,,,,,,,,,,openstreetmap
ar_nav_1c75894,Ar Nav,marina,44.0627282,9.9707357,way,430206446,https://www.openstreetmap.org/way/430206446,Ar Nav,,,,http://www.ar-nav.it/,,,,,,,,openstreetmap
arbatax_d121871,Arbatax,harbour,39.9423399,9.7038231,node,5100311408,https://www.openstreetmap.org/node/5100311408,,,ferry,,https://www.marinadiarbatax.it/,,,,,,,,openstreetmap
area_spinelli_f7caf12,Area Spinelli,commercial_port,44.402219,8.902431,way,1068112235,https://www.openstreetmap.org/way/1068112235,Area Spinelli,,,,,,,,,,,,openstreetmap
arenal_d_en_casat_1a0ba71,Arenal d'en Casat,anchorage,39.7519793,3.194523,node,3985602173,https://www.openstreetmap.org/node/3985602173,Arenal d'en Casat,,,,,,,,,,,,openstreetmap
arenal_d_en_castell_ade4926,Arenal d'en Castell,anchorage,40.0239324,4.1831116,node,13391403697,https://www.openstreetmap.org/node/13391403697,Arenal d'en Castell,,,,,,,,,,,,openstreetmap
arenal_de_son_saura_3d2e672,Arenal de Son Saura,anchorage,40.0363687,4.1628882,node,13391403699,https://www.openstreetmap.org/node/13391403699,Arenal de Son Saura,,,,,,,,,,,,openstreetmap
arma_di_taggia_3a67e8d,Arma di Taggia,marina,43.8323491,7.8586131,node,391457392,https://www.openstreetmap.org/node/391457392,Arma di Taggia,,marina,,,,,,,,,,openstreetmap
armintza_portua_4ade925,Armintza Portua,marina,43.4327374,-2.8988864,node,5670224600,https://www.openstreetmap.org/node/5670224600,Armintza Portua,,marina,,,,,,,,,,openstreetmap
arredamento_navale_d7a98ec,Arredamento Navale,marina,43.8760607,10.2555889,node,5397221865,https://www.openstreetmap.org/node/5397221865,Arredamento Navale,,marina,,,,,,,,,,openstreetmap
arsenale_a_2bc3b80,"Arsenale ""A""",ferry_terminal,45.43275,12.3485464,node,4212293026,https://www.openstreetmap.org/node/4212293026,"Arsenale ""A""",,,,,,,,,,,,openstreetmap
arsenale_b_c48051f,"Arsenale ""B""",ferry_terminal,45.4328756,12.3483338,node,2714417418,https://www.openstreetmap.org/node/2714417418,"Arsenale ""B""",,,,,,,,,,,,openstreetmap
asd_amici_del_mare_50cb095,ASD Amici del Mare,marina,42.808756,10.1950924,way,556300535,https://www.openstreetmap.org/way/556300535,ASD Amici del Mare,,marina,Comune di Marciana Marina,,,,,,,,,openstreetmap
aspretto_2fecd9b,Aspretto,marina,41.9217437,8.7635145,way,1089005034,https://www.openstreetmap.org/way/1089005034,Aspretto,,marina,,,,,,,,,,openstreetmap
associacio_front_al_mar_8f4766a,Associació Front al Mar,marina,41.8456284,3.1267707,node,4269113949,https://www.openstreetmap.org/node/4269113949,Associació Front al Mar,,marina,,,,,,,,,,openstreetmap
atalayon_85ae99a,Atalayon,marina,35.2166628,-2.9030319,node,3168650069,https://www.openstreetmap.org/node/3168650069,Atalayon,,,,,,,,,,,,openstreetmap
aterco_db0ce73,ATERCO,commercial_port,36.6883571,3.0819798,way,328287375,https://www.openstreetmap.org/way/328287375,ATERCO,,,,,,,,,,,,openstreetmap
atraque_3_3ddd880,Atraque 3,ferry_terminal,36.1313115,-5.4382718,node,240947699,https://www.openstreetmap.org/node/240947699,Atraque 3,Berth 3,,Autoridad Portuaria de la Bahía de Algeciras,,,,,,,,,openstreetmap
atraque_4_d767728,Atraque 4,ferry_terminal,36.13103,-5.438023,node,6286206143,https://www.openstreetmap.org/node/6286206143,Atraque 4,Berth 4,,Autoridad Portuaria de la Bahía de Algeciras,,,,,,,,,openstreetmap
atraque_5_ec3de0f,Atraque 5,ferry_terminal,36.1305225,-5.4375538,node,6286206184,https://www.openstreetmap.org/node/6286206184,Atraque 5,Berth 5,,Autoridad Portuaria de la Bahía de Algeciras,,,,,,,,,openstreetmap
atraque_6_abfdb7f,Atraque 6,ferry_terminal,36.1299006,-5.4377973,node,12146213764,https://www.openstreetmap.org/node/12146213764,Atraque 6,Berth 6,,Autoridad Portuaria de la Bahía de Algeciras,,,,,,,,,openstreetmap
atraque_7_a_761bcb0,Atraque 7 A,ferry_terminal,36.129739,-5.4382596,node,6273692416,https://www.openstreetmap.org/node/6273692416,Atraque 7 A,Berth 7 A,,Autoridad Portuaria de la Bahía de Algeciras,,,,,,,,,openstreetmap
atraque_7_b_5b11cf0,Atraque 7 B,ferry_terminal,36.1289953,-5.4395684,node,6286206997,https://www.openstreetmap.org/node/6286206997,Atraque 7 B,Berth 7 B,,Autoridad Portuaria de la Bahía de Algeciras,,,,,,,,,openstreetmap
atraque_8_d5fa051,Atraque 8,ferry_terminal,36.1287776,-5.4399399,node,6286206996,https://www.openstreetmap.org/node/6286206996,Atraque 8,Berth 8,,Autoridad Portuaria de la Bahía de Algeciras,,,,,,,,,openstreetmap
attracco_del_museo_della_navigazione_2700635,Attracco del Museo della Navigazione,marina,45.2871066,11.7878288,node,4072137855,https://www.openstreetmap.org/node/4072137855,Attracco del Museo della Navigazione,,marina,,,,,,,,,,openstreetmap
attracco_isola_di_dino_dc5895d,Attracco Isola di Dino,marina,39.8747087,15.7796299,node,13075095788,https://www.openstreetmap.org/node/13075095788,Attracco Isola di Dino,,marina,,,,,,,,,,openstreetmap
autoterminal_sa_23602ac,"Autoterminal, SA",commercial_port,41.32772,2.1460887,way,619514181,https://www.openstreetmap.org/way/619514181,"Autoterminal, SA",,,,,,,,,,,,openstreetmap
avant_port_joliette_ea43937,Avant-port Joliette,harbour,43.2970608,5.3569358,node,1360889640,https://www.openstreetmap.org/node/1360889640,Avant-port Joliette,,,,,,,,,,,,openstreetmap
avant_port_nord_5697ee3,Avant-port Nord,harbour,43.3479307,5.3251319,relation,10793150,https://www.openstreetmap.org/relation/10793150,Avant-port Nord,,container,,,,,,,,,,openstreetmap
aventura_sierra_norte_403e18c,Aventura Sierra Norte,marina,40.9900262,-3.6357355,node,6712335935,https://www.openstreetmap.org/node/6712335935,Aventura Sierra Norte,,,,,,,,,,,,openstreetmap
ayala_43f6f80,Ayala,marina,45.3197524,8.9099695,way,129842118,https://www.openstreetmap.org/way/129842118,Ayala,,marina,,,,,,,,,,openstreetmap
azeffoun_71c8f0e,Azeffoun,ferry_terminal,36.9023954,4.420824,node,4348069816,https://www.openstreetmap.org/node/4348069816,Azeffoun,Azeffoun,,Entreprise nationale de transport maritime de voyageurs,,,,,,,,,openstreetmap
b_9e6cfeb,B,anchorage,45.3048333,14.4353333,node,8906938195,https://www.openstreetmap.org/node/8906938195,B,,,,,,,,,,,,openstreetmap
bac_de_blaye_lamarque_15bfd0c,Bac de Blaye-Lamarque,ferry_terminal,45.1230323,-0.6655415,node,1538127120,https://www.openstreetmap.org/node/1538127120,Bac de Blaye-Lamarque,,,Département de la Gironde,,,,,,,,,openstreetmap
bac_du_rocher_des_doms_eec87e2,Bac du Rocher des Doms,ferry_terminal,43.9540855,4.8087586,node,302666382,https://www.openstreetmap.org/node/302666382,Bac du Rocher des Doms,,,,,,,,,,,,openstreetmap
bacini_9e3dd14,Bacini,ferry_terminal,45.439226,12.3573109,node,1996193041,https://www.openstreetmap.org/node/1996193041,Bacini,,,,,,,,,,,,openstreetmap
badia_de_fornells_dcd95a2,Badia de Fornells,anchorage,40.0458353,4.1317211,node,13391403700,https://www.openstreetmap.org/node/13391403700,Badia de Fornells,,,,,,,,,,,,openstreetmap
badia_de_tossa_aa12367,Badia de Tossa,marina,41.7198205,2.9373248,way,623566825,https://www.openstreetmap.org/way/623566825,Badia de Tossa,,marina,,,,,,,,,,openstreetmap
badino_small_harbour_05c677c,Badino Small Harbour,marina,41.2878238,13.1964884,node,4688851292,https://www.openstreetmap.org/node/4688851292,Badino Small Harbour,,,,,,,,,,,,openstreetmap
bagni_castelluccio_be83406,Bagni Castelluccio,marina,44.4236985,8.8025589,way,802271822,https://www.openstreetmap.org/way/802271822,Bagni Castelluccio,,marina,,http://www.bagnicastelluccio.it/,,,,,,,,openstreetmap
baia_porto_turistico_marina_95e9b77,Baia Porto Turistico Marina,marina,40.8181127,14.0716839,node,4212201362,https://www.openstreetmap.org/node/4212201362,Baia Porto Turistico Marina,,,,,,,,,,,,openstreetmap
baia_vallugola_bea5075,Baia Vallugola,marina,43.9649244,12.7844622,node,2429114665,https://www.openstreetmap.org/node/2429114665,Baia Vallugola,,marina,,http://www.vallugola.it/,,,,,,,,openstreetmap
